,Q22,tweet,value
6755,Female,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,5.0
6756,Female,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,5.0
6757,Male,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,2.0
6758,Male,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,2.0
6759,Male,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,4.0
6760,Female,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,4.0
6761,Male, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,2.0
6762,Male, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,2.0
6763,Male, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,5.0
6764,Male, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,2.0
6765,Male, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,3.0
6766,Female, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,3.0
6767,Female, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,3.0
6768,Male, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,2.0
6769,Male, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,4.0
6770,Male, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,2.0
6771,Female, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,2.0
6772,Female, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,4.0
6773,Female, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,3.0
6774,Male, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,5.0
6775,Male, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,3.0
6776,Female, I'm pretty sure Dolores is used to find lost pets or people and Camilo helps with being able to let others relax by shape shifting to do their job for them this was showed when he took care of that womens baby and Antonio would be useful in travel with using the animals to help.,3.0
6777,Female,"Anyone wanna give me some life experiences to tweet about COVID  work has me stuck in my dorm all day and I can't live, laugh, manipulate social media to get myself a job, in these conditions..",5.0
6778,Male,"Anyone wanna give me some life experiences to tweet about COVID  work has me stuck in my dorm all day and I can't live, laugh, manipulate social media to get myself a job, in these conditions..",3.0
